survey,question_concept_id,question,answer_concept_id,answer
Personal and Family Health History,43528882,Are you currently prescribed medications and/or receiving treatment for osteoporosis?,903096,PMI: Skip
Personal and Family Health History,43528882,Are you currently prescribed medications and/or receiving treatment for osteoporosis?,43529497,Are you currently prescribed medications and/or receiving treatment for osteoporosis? - No
Personal and Family Health History,43528882,Are you currently prescribed medications and/or receiving treatment for osteoporosis?,43530192,Are you currently prescribed medications and/or receiving treatment for osteoporosis? - Yes
Personal and Family Health History,43528883,"Are you currently prescribed medications and/or receiving treatment for spine, muscle, or bone disorders (non-cancer)?",903096,PMI: Skip
Personal and Family Health History,43528883,"Are you currently prescribed medications and/or receiving treatment for spine, muscle, or bone disorders (non-cancer)?",43529520,"Are you currently prescribed medications and/or receiving treatment for spine, muscle, or bone disorders (non-cancer)? - No"
Personal and Family Health History,43528883,"Are you currently prescribed medications and/or receiving treatment for spine, muscle, or bone disorders (non-cancer)?",43530215,"Are you currently prescribed medications and/or receiving treatment for spine, muscle, or bone disorders (non-cancer)? - Yes"
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,903079,PMI: Prefer Not To Answer
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,903087,PMI: Dont Know
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,903095,PMI: None
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,903096,PMI: Skip
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,1740729,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. - Kidney disease without dialysis
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,1740856,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. - Other kidney condition
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,1740891,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. - Kidney disease with dialysis
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,1740991,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. - Acute kidney disease with no current dialysis
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,43529062,Kidney Condition: Kidney Disease
Personal and Family Health History,43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,43529162,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. - Kidney stones
Personal and Family Health History,43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,836758,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Alcohol use disorder
